asn=0    	id=-1  	Main	copying configuration file /home/tegsingh/tsch-sim/examples/star/config.json to output directory /home/tegsingh/tsch-sim/results/2021-08-13_22-05-56/config.json[MAIN]
asn=33443	id=1   	App	rx app packet seqnum=20 from=3[NODE]
asn=33443	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=2 seqnum=20 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=33457	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=3 seqnum=20 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=33485	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=4 seqnum=20 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=33485	id=3   	Main	On tx method called from NullRouting
asn=33485	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33561	id=9   	App	generate a packet, seqnum=21 for=1 [PACKET_SOURCE]
asn=33561	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=33561	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 21], channel offset=2 [SCHEDULER NEW]
asn=33561	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 21], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=33561	id=9   	Main	On prepare tx packet method called from NullRouting
asn=33562	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=1 seqnum=21 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=33569	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=2 seqnum=21 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=33597	id=1   	App	rx app packet seqnum=21 from=9[NODE]
asn=33597	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=3 seqnum=21 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=33604	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=4 seqnum=21 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=33604	id=9   	Main	On tx method called from NullRouting
asn=33604	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33798	id=4   	App	generate a packet, seqnum=21 for=1 [PACKET_SOURCE]
asn=33798	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=33798	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 21], channel offset=2 [SCHEDULER NEW]
asn=33798	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 21], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=33798	id=4   	Main	On prepare tx packet method called from NullRouting
asn=33801	id=1   	App	rx app packet seqnum=21 from=4[NODE]
asn=33801	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=21 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=33801	id=4   	Main	On tx method called from NullRouting
asn=33801	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34134	id=6   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=34134	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34134	id=6   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 23], channel offset=2 [SCHEDULER NEW]
asn=34134	id=6   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 23], channel offset=2 timeslot=1 [SCHEDULER NEW]
asn=34134	id=6   	Main	On prepare tx packet method called from NullRouting
asn=34140	id=1   	App	rx app packet seqnum=23 from=6[NODE]
asn=34140	id=6   	Node	tx done from=6 source=6 to=1 destination=1 numtx=1 seqnum=23 packet buffer: timeslot: 1 channel offset: 2 acked=true, remove packet[NODE]
asn=34140	id=6   	Main	On tx method called from NullRouting
asn=34140	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34221	id=7   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=34221	id=7   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34221	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 23], channel offset=2 [SCHEDULER NEW]
asn=34221	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 23], channel offset=2 timeslot=2 [SCHEDULER NEW]
asn=34221	id=7   	Main	On prepare tx packet method called from NullRouting
asn=34225	id=1   	App	rx app packet seqnum=23 from=7[NODE]
asn=34225	id=7   	Node	tx done from=7 source=7 to=1 destination=1 numtx=1 seqnum=23 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=34225	id=7   	Main	On tx method called from NullRouting
asn=34225	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34272	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34272	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34272	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34272	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34272	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34272	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34272	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34272	id=1   	Main	On tx method called from NullRouting
asn=34272	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34326	id=8   	App	generate a packet, seqnum=14 for=1 [PACKET_SOURCE]
asn=34326	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34326	id=8   	TSCH	schedule packet [src: 8, dest: 1, seqnum: 14], channel offset=2 [SCHEDULER NEW]
asn=34326	id=8   	TSCH	schedule packet [src: 8, dest: 1, seqnum: 14], channel offset=2 timeslot=3 [SCHEDULER NEW]
asn=34326	id=8   	Main	On prepare tx packet method called from NullRouting
asn=34331	id=8   	Node	tx done from=8 source=8 to=1 destination=1 numtx=1 seqnum=14 packet buffer: timeslot: 3 channel offset: 2 acked=false[NODE]
asn=34338	id=1   	App	rx app packet seqnum=14 from=8[NODE]
asn=34338	id=8   	Node	tx done from=8 source=8 to=1 destination=1 numtx=2 seqnum=14 packet buffer: timeslot: 3 channel offset: 2 acked=false[NODE]
asn=34345	id=8   	Node	tx done from=8 source=8 to=1 destination=1 numtx=3 seqnum=14 packet buffer: timeslot: 3 channel offset: 2 acked=false[NODE]
asn=34394	id=8   	Node	tx done from=8 source=8 to=1 destination=1 numtx=4 seqnum=14 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=34394	id=8   	Main	On tx method called from NullRouting
asn=34394	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34465	id=5   	App	generate a packet, seqnum=22 for=1 [PACKET_SOURCE]
asn=34465	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34465	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 22], channel offset=2 [SCHEDULER NEW]
asn=34465	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 22], channel offset=2 timeslot=6 [SCHEDULER NEW]
asn=34465	id=5   	Main	On prepare tx packet method called from NullRouting
asn=34467	id=1   	App	rx app packet seqnum=22 from=5[NODE]
asn=34467	id=5   	Node	tx done from=5 source=5 to=1 destination=1 numtx=1 seqnum=22 packet buffer: timeslot: 6 channel offset: 2 acked=true, remove packet[NODE]
asn=34467	id=5   	Main	On tx method called from NullRouting
asn=34467	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34489	id=3   	App	generate a packet, seqnum=21 for=1 [PACKET_SOURCE]
asn=34489	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34489	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 21], channel offset=2 [SCHEDULER NEW]
asn=34489	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 21], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=34489	id=3   	Main	On prepare tx packet method called from NullRouting
asn=34493	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=21 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=34507	id=1   	App	rx app packet seqnum=21 from=3[NODE]
asn=34507	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=2 seqnum=21 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=34507	id=3   	Main	On tx method called from NullRouting
asn=34507	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34717	id=6   	App	generate a packet, seqnum=24 for=1 [PACKET_SOURCE]
asn=34717	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34717	id=6   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 24], channel offset=2 [SCHEDULER NEW]
asn=34717	id=6   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 24], channel offset=2 timeslot=1 [SCHEDULER NEW]
asn=34717	id=6   	Main	On prepare tx packet method called from NullRouting
asn=34721	id=1   	App	rx app packet seqnum=24 from=6[NODE]
asn=34721	id=6   	Node	tx done from=6 source=6 to=1 destination=1 numtx=1 seqnum=24 packet buffer: timeslot: 1 channel offset: 2 acked=false[NODE]
asn=34735	id=6   	Node	tx done from=6 source=6 to=1 destination=1 numtx=2 seqnum=24 packet buffer: timeslot: 1 channel offset: 2 acked=true, remove packet[NODE]
asn=34735	id=6   	Main	On tx method called from NullRouting
asn=34735	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34905	id=10  	App	generate a packet, seqnum=24 for=1 [PACKET_SOURCE]
asn=34905	id=10  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34905	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 24], channel offset=2 [SCHEDULER NEW]
asn=34905	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 24], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=34905	id=10  	Main	On prepare tx packet method called from NullRouting
asn=34907	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=1 seqnum=24 packet buffer: timeslot: 5 channel offset: 2 acked=false[NODE]
asn=34913	id=2   	App	generate a packet, seqnum=22 for=1 [PACKET_SOURCE]
asn=34913	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34913	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 22], channel offset=2 [SCHEDULER NEW]
asn=34913	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 22], channel offset=2 timeslot=3 [SCHEDULER NEW]
asn=34913	id=2   	Main	On prepare tx packet method called from NullRouting
asn=34914	id=1   	App	rx app packet seqnum=24 from=10[NODE]
asn=34914	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=2 seqnum=24 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=34914	id=10  	Main	On tx method called from NullRouting
asn=34914	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34919	id=1   	App	rx app packet seqnum=22 from=2[NODE]
asn=34919	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=22 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=34919	id=2   	Main	On tx method called from NullRouting
asn=34919	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34968	id=9   	App	generate a packet, seqnum=22 for=1 [PACKET_SOURCE]
asn=34968	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34968	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 22], channel offset=2 [SCHEDULER NEW]
asn=34968	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 22], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=34968	id=9   	Main	On prepare tx packet method called from NullRouting
asn=34969	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=1 seqnum=22 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=34981	id=5   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=34981	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34981	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 23], channel offset=2 [SCHEDULER NEW]
asn=34981	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 23], channel offset=2 timeslot=6 [SCHEDULER NEW]
asn=34981	id=5   	Main	On prepare tx packet method called from NullRouting
asn=34985	id=1   	App	rx app packet seqnum=23 from=5[NODE]
asn=34985	id=5   	Node	tx done from=5 source=5 to=1 destination=1 numtx=1 seqnum=23 packet buffer: timeslot: 6 channel offset: 2 acked=true, remove packet[NODE]
asn=34985	id=5   	Main	On tx method called from NullRouting
asn=34985	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34990	id=1   	App	rx app packet seqnum=22 from=9[NODE]
asn=34990	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=2 seqnum=22 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=34990	id=9   	Main	On tx method called from NullRouting
asn=34990	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35149	id=3   	App	generate a packet, seqnum=22 for=1 [PACKET_SOURCE]
asn=35149	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=35149	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 22], channel offset=2 [SCHEDULER NEW]
asn=35149	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 22], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=35149	id=3   	Main	On prepare tx packet method called from NullRouting
asn=35151	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=22 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=35165	id=1   	App	rx app packet seqnum=22 from=3[NODE]
asn=35165	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=2 seqnum=22 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=35193	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=3 seqnum=22 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=35200	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=4 seqnum=22 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=35249	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=5 seqnum=22 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=35314	id=4   	App	generate a packet, seqnum=22 for=1 [PACKET_SOURCE]
asn=35314	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=35314	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 22], channel offset=2 [SCHEDULER NEW]
asn=35314	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 22], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=35314	id=4   	Main	On prepare tx packet method called from NullRouting
asn=35320	id=1   	App	rx app packet seqnum=22 from=4[NODE]
asn=35320	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=22 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=35320	id=4   	Main	On tx method called from NullRouting
asn=35320	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35333	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=6 seqnum=22 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=35333	id=3   	Main	On tx method called from NullRouting
asn=35333	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35369	id=10  	App	generate a packet, seqnum=25 for=1 [PACKET_SOURCE]
asn=35369	id=10  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=35369	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 25], channel offset=2 [SCHEDULER NEW]
asn=35369	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 25], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=35369	id=10  	Main	On prepare tx packet method called from NullRouting
asn=35369	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=1 seqnum=25 packet buffer: timeslot: 5 channel offset: 2 acked=false[NODE]
asn=35383	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=2 seqnum=25 packet buffer: timeslot: 5 channel offset: 2 acked=false[NODE]
asn=35390	id=1   	App	rx app packet seqnum=25 from=10[NODE]
asn=35390	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=3 seqnum=25 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=35390	id=10  	Main	On tx method called from NullRouting
asn=35390	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35504	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35504	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35504	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35504	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35504	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35504	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35504	id=1   	Main	On tx method called from NullRouting
asn=35504	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35541	id=9   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=35541	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=35541	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 23], channel offset=2 [SCHEDULER NEW]
asn=35541	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 23], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=35541	id=9   	Main	On prepare tx packet method called from NullRouting
asn=35543	id=1   	App	rx app packet seqnum=23 from=9[NODE]
asn=35543	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=1 seqnum=23 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=35543	id=9   	Main	On tx method called from NullRouting
asn=35543	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35762	id=2   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=35762	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=35762	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 23], channel offset=2 [SCHEDULER NEW]
asn=35762	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 23], channel offset=2 timeslot=3 [SCHEDULER NEW]
asn=35762	id=2   	Main	On prepare tx packet method called from NullRouting
asn=35766	id=1   	App	rx app packet seqnum=23 from=2[NODE]
asn=35766	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=23 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=35766	id=2   	Main	On tx method called from NullRouting
asn=35766	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36001	id=-1  	Main	360 seconds, progress 60.00%[SIMULATOR]
asn=36001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=36001	id=-1  	Main	joined_routing/joined_tsch/total=10/10/10 [ROUTE]
asn=36001	id=-1  	TSCH	Periodic process called for [Node]
asn=36001	id=1   	Main	On periodic timer method called from NullRouting
asn=36001	id=1   	TSCH	stats: {"idle_listen":35685,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":289,"tx_data":26,"tx_data_rx_ack":0}[NODE]
asn=36001	id=2   	Main	On periodic timer method called from NullRouting
asn=36001	id=2   	TSCH	stats: {"idle_listen":8634,"channel_scan":5600,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":51}[NODE]
asn=36001	id=3   	Main	On periodic timer method called from NullRouting
asn=36001	id=3   	TSCH	stats: {"idle_listen":9807,"channel_scan":1477,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":56}[NODE]
asn=36001	id=4   	Main	On periodic timer method called from NullRouting
asn=36001	id=4   	TSCH	stats: {"idle_listen":9819,"channel_scan":1477,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":44}[NODE]
asn=36001	id=5   	Main	On periodic timer method called from NullRouting
asn=36001	id=5   	TSCH	stats: {"idle_listen":8265,"channel_scan":6930,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":40}[NODE]
asn=36001	id=6   	Main	On periodic timer method called from NullRouting
asn=36001	id=6   	TSCH	stats: {"idle_listen":9039,"channel_scan":4221,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":40}[NODE]
asn=36001	id=7   	Main	On periodic timer method called from NullRouting
asn=36001	id=7   	TSCH	stats: {"idle_listen":9824,"channel_scan":1477,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":39}[NODE]
asn=36001	id=8   	Main	On periodic timer method called from NullRouting
asn=36001	id=8   	TSCH	stats: {"idle_listen":6214,"channel_scan":14147,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":29}[NODE]
asn=36001	id=9   	Main	On periodic timer method called from NullRouting
asn=36001	id=9   	TSCH	stats: {"idle_listen":9813,"channel_scan":1477,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":50}[NODE]
asn=36001	id=10  	Main	On periodic timer method called from NullRouting
asn=36001	id=10  	TSCH	stats: {"idle_listen":9439,"channel_scan":2800,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":46}[NODE]
asn=36047	id=7   	App	generate a packet, seqnum=24 for=1 [PACKET_SOURCE]
asn=36047	id=7   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=36047	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 24], channel offset=2 [SCHEDULER NEW]
asn=36047	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 24], channel offset=2 timeslot=2 [SCHEDULER NEW]
asn=36047	id=7   	Main	On prepare tx packet method called from NullRouting
asn=36052	id=7   	Node	tx done from=7 source=7 to=1 destination=1 numtx=1 seqnum=24 packet buffer: timeslot: 2 channel offset: 2 acked=false[NODE]
asn=36054	id=10  	App	generate a packet, seqnum=26 for=1 [PACKET_SOURCE]
asn=36054	id=10  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=36054	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 26], channel offset=2 [SCHEDULER NEW]
asn=36054	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 26], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=36054	id=10  	Main	On prepare tx packet method called from NullRouting
asn=36055	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=1 seqnum=26 packet buffer: timeslot: 5 channel offset: 2 acked=false[NODE]
asn=36066	id=7   	Node	tx done from=7 source=7 to=1 destination=1 numtx=2 seqnum=24 packet buffer: timeslot: 2 channel offset: 2 acked=false[NODE]
asn=36075	id=8   	App	generate a packet, seqnum=15 for=1 [PACKET_SOURCE]
asn=36075	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=36075	id=8   	TSCH	schedule packet [src: 8, dest: 1, seqnum: 15], channel offset=2 [SCHEDULER NEW]
asn=36075	id=8   	TSCH	schedule packet [src: 8, dest: 1, seqnum: 15], channel offset=2 timeslot=3 [SCHEDULER NEW]
asn=36075	id=8   	Main	On prepare tx packet method called from NullRouting
asn=36076	id=1   	App	rx app packet seqnum=26 from=10[NODE]
asn=36076	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=2 seqnum=26 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=36076	id=10  	Main	On tx method called from NullRouting
asn=36076	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36081	id=8   	Node	tx done from=8 source=8 to=1 destination=1 numtx=1 seqnum=15 packet buffer: timeslot: 3 channel offset: 2 acked=false[NODE]
asn=36087	id=7   	Node	tx done from=7 source=7 to=1 destination=1 numtx=3 seqnum=24 packet buffer: timeslot: 2 channel offset: 2 acked=false[NODE]
asn=36091	id=3   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=36091	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=36091	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 23], channel offset=2 [SCHEDULER NEW]
asn=36091	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 23], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=36091	id=3   	Main	On prepare tx packet method called from NullRouting
asn=36096	id=1   	App	rx app packet seqnum=23 from=3[NODE]
asn=36096	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=23 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=36096	id=3   	Main	On tx method called from NullRouting
asn=36096	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36102	id=1   	App	rx app packet seqnum=15 from=8[NODE]
asn=36102	id=8   	Node	tx done from=8 source=8 to=1 destination=1 numtx=2 seqnum=15 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=36102	id=8   	Main	On tx method called from NullRouting
asn=36102	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36115	id=1   	App	rx app packet seqnum=24 from=7[NODE]
asn=36115	id=7   	Node	tx done from=7 source=7 to=1 destination=1 numtx=4 seqnum=24 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=36115	id=7   	Main	On tx method called from NullRouting
asn=36115	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36200	id=5   	App	generate a packet, seqnum=24 for=1 [PACKET_SOURCE]
asn=36200	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=36200	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 24], channel offset=2 [SCHEDULER NEW]
asn=36200	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 24], channel offset=2 timeslot=6 [SCHEDULER NEW]
asn=36200	id=5   	Main	On prepare tx packet method called from NullRouting
asn=36203	id=1   	App	rx app packet seqnum=24 from=5[NODE]
asn=36203	id=5   	Node	tx done from=5 source=5 to=1 destination=1 numtx=1 seqnum=24 packet buffer: timeslot: 6 channel offset: 2 acked=false[NODE]
asn=36210	id=5   	Node	tx done from=5 source=5 to=1 destination=1 numtx=2 seqnum=24 packet buffer: timeslot: 6 channel offset: 2 acked=true, remove packet[NODE]
asn=36210	id=5   	Main	On tx method called from NullRouting
asn=36210	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36347	id=4   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=36347	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=36347	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 23], channel offset=2 [SCHEDULER NEW]
asn=36347	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 23], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=36347	id=4   	Main	On prepare tx packet method called from NullRouting
asn=36349	id=1   	App	rx app packet seqnum=23 from=4[NODE]
