asn=0    	id=-1  	Main	copying configuration file /home/tegsingh/tsch-sim/examples/line/config.json to output directory /home/tegsingh/tsch-sim/results/2021-08-03_20-42-46/config.json[MAIN]
asn=87408	id=3   	App	generate a packet, seqnum=68 for=1 [PACKET_SOURCE]
asn=87408	id=3   	Main	On prepare tx packet method called from NullRouting
asn=87416	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=87432	id=2   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=87432	id=2   	Main	On tx method called from NullRouting
asn=87433	id=3   	Node	tx done to=2 numtx=2 acked=false[NODE]
asn=87446	id=2   	App	generate a packet, seqnum=65 for=1 [PACKET_SOURCE]
asn=87446	id=2   	Main	On prepare tx packet method called from NullRouting
asn=87449	id=1   	App	rx app packet seqnum=65 from=2[NODE]
asn=87449	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=87449	id=2   	Main	On tx method called from NullRouting
asn=87455	id=7   	Main	On prepare tx packet method called from NullRouting
asn=87455	id=8   	Node	tx done to=7 numtx=2 acked=true, remove packet[NODE]
asn=87455	id=8   	Main	On tx method called from NullRouting
asn=87467	id=2   	Main	On prepare tx packet method called from NullRouting
asn=87467	id=3   	Node	tx done to=2 numtx=3 acked=false[NODE]
asn=87471	id=7   	Node	tx done to=6 numtx=1 acked=false[NODE]
asn=87483	id=1   	App	rx app packet seqnum=68 from=3[NODE]
asn=87483	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=87505	id=6   	Main	On prepare tx packet method called from NullRouting
asn=87505	id=7   	Node	tx done to=6 numtx=2 acked=true, remove packet[NODE]
asn=87505	id=7   	Main	On tx method called from NullRouting
asn=87517	id=2   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=87517	id=2   	Main	On tx method called from NullRouting
asn=87521	id=6   	Node	tx done to=5 numtx=1 acked=false[NODE]
asn=87555	id=5   	Main	On prepare tx packet method called from NullRouting
asn=87555	id=6   	Node	tx done to=5 numtx=2 acked=true, remove packet[NODE]
asn=87555	id=6   	Main	On tx method called from NullRouting
asn=87571	id=5   	Node	tx done to=4 numtx=1 acked=false[NODE]
asn=87605	id=4   	Main	On prepare tx packet method called from NullRouting
asn=87605	id=5   	Node	tx done to=4 numtx=2 acked=true, remove packet[NODE]
asn=87605	id=5   	Main	On tx method called from NullRouting
asn=87620	id=3   	Node	tx done to=2 numtx=4 acked=true, remove packet[NODE]
asn=87620	id=3   	Main	On tx method called from NullRouting
asn=87621	id=3   	Main	On prepare tx packet method called from NullRouting
asn=87621	id=4   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=87637	id=2   	Main	On prepare tx packet method called from NullRouting
asn=87637	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=87637	id=3   	Main	On tx method called from NullRouting
asn=87653	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=87670	id=1   	App	rx app packet seqnum=9 from=9[NODE]
asn=87670	id=2   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=87670	id=2   	Main	On tx method called from NullRouting
asn=87672	id=4   	Node	tx done to=3 numtx=2 acked=true, remove packet[NODE]
asn=87672	id=4   	Main	On tx method called from NullRouting
asn=87715	id=4   	App	generate a packet, seqnum=49 for=1 [PACKET_SOURCE]
asn=87715	id=4   	Main	On prepare tx packet method called from NullRouting
asn=87723	id=4   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=87726	id=6   	App	generate a packet, seqnum=26 for=1 [PACKET_SOURCE]
asn=87726	id=6   	Main	On prepare tx packet method called from NullRouting
asn=87742	id=5   	Main	On tx method called from NullRouting
asn=87742	id=6   	Node	tx done to=5 numtx=1 acked=false[NODE]
asn=87743	id=6   	Main	On tx method called from NullRouting
asn=87774	id=3   	Main	On prepare tx packet method called from NullRouting
asn=87774	id=4   	Node	tx done to=3 numtx=2 acked=false[NODE]
asn=87790	id=2   	Main	On prepare tx packet method called from NullRouting
asn=87790	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=87790	id=3   	Main	On tx method called from NullRouting
asn=87793	id=5   	Main	On prepare tx packet method called from NullRouting
asn=87793	id=6   	Node	tx done to=5 numtx=2 acked=true, remove packet[NODE]
asn=87793	id=6   	Main	On tx method called from NullRouting
asn=87806	id=1   	App	rx app packet seqnum=49 from=4[NODE]
asn=87806	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=87809	id=5   	Node	tx done to=4 numtx=1 acked=false[NODE]
asn=87826	id=4   	Main	On prepare tx packet method called from NullRouting
asn=87826	id=5   	Node	tx done to=4 numtx=2 acked=false[NODE]
asn=87840	id=2   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=87842	id=4   	Node	tx done to=3 numtx=3 acked=true, remove packet[NODE]
asn=87842	id=4   	Main	On tx method called from NullRouting
asn=87859	id=3   	Main	On prepare tx packet method called from NullRouting
asn=87859	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=87859	id=4   	Main	On tx method called from NullRouting
asn=87875	id=2   	Main	On prepare tx packet method called from NullRouting
asn=87875	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=87891	id=2   	Node	tx done to=1 numtx=3 acked=true, remove packet[NODE]
asn=87891	id=2   	Main	On tx method called from NullRouting
asn=87908	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=87926	id=3   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=87926	id=3   	Main	On tx method called from NullRouting
asn=87928	id=5   	Node	tx done to=4 numtx=3 acked=false[NODE]
asn=87942	id=1   	App	rx app packet seqnum=26 from=6[NODE]
asn=87942	id=2   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=87942	id=2   	Main	On tx method called from NullRouting
asn=88024	id=10  	App	generate a packet, seqnum=10 for=1 [PACKET_SOURCE]
asn=88024	id=10  	Main	On prepare tx packet method called from NullRouting
asn=88035	id=9   	Main	On prepare tx packet method called from NullRouting
asn=88035	id=10  	Node	tx done to=9 numtx=1 acked=true, remove packet[NODE]
asn=88035	id=10  	Main	On tx method called from NullRouting
asn=88051	id=8   	Main	On prepare tx packet method called from NullRouting
asn=88051	id=9   	Node	tx done to=8 numtx=1 acked=true, remove packet[NODE]
asn=88051	id=9   	Main	On tx method called from NullRouting
asn=88067	id=7   	Main	On prepare tx packet method called from NullRouting
asn=88067	id=8   	Node	tx done to=7 numtx=1 acked=true, remove packet[NODE]
asn=88067	id=8   	Main	On tx method called from NullRouting
asn=88083	id=7   	Node	tx done to=6 numtx=1 acked=false[NODE]
asn=88115	id=5   	Node	tx done to=4 numtx=4 acked=false[NODE]
asn=88134	id=6   	Main	On prepare tx packet method called from NullRouting
asn=88134	id=7   	Node	tx done to=6 numtx=2 acked=true, remove packet[NODE]
asn=88134	id=7   	Main	On tx method called from NullRouting
asn=88135	id=1   	Main	On tx method called from NullRouting
asn=88142	id=8   	Main	On tx method called from NullRouting
asn=88143	id=9   	Main	On tx method called from NullRouting
asn=88147	id=8   	App	generate a packet, seqnum=25 for=1 [PACKET_SOURCE]
asn=88147	id=8   	Main	On prepare tx packet method called from NullRouting
asn=88150	id=5   	Main	On prepare tx packet method called from NullRouting
asn=88150	id=6   	Node	tx done to=5 numtx=1 acked=true, remove packet[NODE]
asn=88150	id=6   	Main	On tx method called from NullRouting
asn=88152	id=8   	Node	tx done to=7 numtx=1 acked=false[NODE]
asn=88186	id=7   	Main	On prepare tx packet method called from NullRouting
asn=88186	id=8   	Node	tx done to=7 numtx=2 acked=true, remove packet[NODE]
asn=88186	id=8   	Main	On tx method called from NullRouting
asn=88202	id=6   	Main	On prepare tx packet method called from NullRouting
asn=88202	id=7   	Node	tx done to=6 numtx=1 acked=false[NODE]
asn=88218	id=6   	Node	tx done to=5 numtx=1 acked=false[NODE]
asn=88236	id=7   	Node	tx done to=6 numtx=2 acked=true, remove packet[NODE]
asn=88236	id=7   	Main	On tx method called from NullRouting
asn=88269	id=5   	Main	On prepare tx packet method called from NullRouting
asn=88269	id=6   	Node	tx done to=5 numtx=2 acked=true, remove packet[NODE]
asn=88269	id=6   	Main	On tx method called from NullRouting
asn=88328	id=5   	App	generate a packet, seqnum=38 for=1 [PACKET_SOURCE]
asn=88328	id=5   	Main	On prepare tx packet method called from NullRouting
asn=88488	id=10  	App	generate a packet, seqnum=11 for=1 [PACKET_SOURCE]
asn=88488	id=10  	Main	On prepare tx packet method called from NullRouting
asn=88489	id=5   	Node	tx done to=4 numtx=5 acked=true, remove packet[NODE]
asn=88489	id=5   	Main	On tx method called from NullRouting
asn=88494	id=9   	Main	On prepare tx packet method called from NullRouting
asn=88494	id=10  	Node	tx done to=9 numtx=1 acked=true, remove packet[NODE]
asn=88494	id=10  	Main	On tx method called from NullRouting
asn=88506	id=4   	Main	On prepare tx packet method called from NullRouting
asn=88506	id=5   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=88506	id=5   	Main	On tx method called from NullRouting
asn=88510	id=9   	Node	tx done to=8 numtx=1 acked=false[NODE]
asn=88522	id=3   	Main	On prepare tx packet method called from NullRouting
asn=88522	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=88522	id=4   	Main	On tx method called from NullRouting
asn=88523	id=4   	Main	On prepare tx packet method called from NullRouting
asn=88523	id=5   	Node	tx done to=4 numtx=1 acked=false[NODE]
asn=88533	id=2   	Main	On tx method called from NullRouting
asn=88534	id=3   	Main	On tx method called from NullRouting
asn=88538	id=2   	Main	On prepare tx packet method called from NullRouting
asn=88538	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=88538	id=7   	Main	On tx method called from NullRouting
asn=88539	id=4   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=88541	id=10  	Main	On tx method called from NullRouting
asn=88544	id=8   	Main	On prepare tx packet method called from NullRouting
asn=88544	id=9   	Node	tx done to=8 numtx=2 acked=false[NODE]
asn=88554	id=1   	App	rx app packet seqnum=10 from=10[NODE]
asn=88554	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=88554	id=2   	Main	On tx method called from NullRouting
asn=88557	id=5   	Node	tx done to=4 numtx=2 acked=false[NODE]
asn=88560	id=7   	Main	On prepare tx packet method called from NullRouting
asn=88560	id=8   	Node	tx done to=7 numtx=1 acked=true, remove packet[NODE]
asn=88560	id=8   	Main	On tx method called from NullRouting
asn=88574	id=5   	Node	tx done to=4 numtx=3 acked=true, remove packet[NODE]
asn=88574	id=5   	Main	On tx method called from NullRouting
asn=88576	id=6   	Main	On prepare tx packet method called from NullRouting
asn=88576	id=7   	Node	tx done to=6 numtx=1 acked=false[NODE]
asn=88591	id=4   	Main	On prepare tx packet method called from NullRouting
asn=88591	id=5   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=88591	id=5   	Main	On tx method called from NullRouting
asn=88592	id=6   	Node	tx done to=5 numtx=1 acked=false[NODE]
asn=88606	id=3   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=88606	id=3   	Main	On tx method called from NullRouting
asn=88607	id=3   	Main	On prepare tx packet method called from NullRouting
asn=88607	id=4   	Node	tx done to=3 numtx=2 acked=false[NODE]
asn=88623	id=2   	Main	On prepare tx packet method called from NullRouting
asn=88623	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=88623	id=3   	Main	On tx method called from NullRouting
asn=88626	id=6   	Node	tx done to=5 numtx=2 acked=false[NODE]
asn=88639	id=1   	App	rx app packet seqnum=25 from=8[NODE]
asn=88639	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=88639	id=2   	Main	On tx method called from NullRouting
asn=88644	id=7   	Node	tx done to=6 numtx=2 acked=true, remove packet[NODE]
asn=88644	id=7   	Main	On tx method called from NullRouting
asn=88646	id=9   	Node	tx done to=8 numtx=3 acked=false[NODE]
asn=88658	id=4   	Node	tx done to=3 numtx=3 acked=false[NODE]
asn=88692	id=4   	Node	tx done to=3 numtx=4 acked=true, remove packet[NODE]
asn=88692	id=4   	Main	On tx method called from NullRouting
asn=88709	id=3   	Main	On prepare tx packet method called from NullRouting
asn=88709	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=88709	id=4   	Main	On tx method called from NullRouting
asn=88725	id=2   	Main	On prepare tx packet method called from NullRouting
asn=88725	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=88725	id=3   	Main	On tx method called from NullRouting
asn=88728	id=5   	Main	On prepare tx packet method called from NullRouting
asn=88728	id=6   	Node	tx done to=5 numtx=3 acked=true, remove packet[NODE]
asn=88728	id=6   	Main	On tx method called from NullRouting
asn=88741	id=1   	App	rx app packet seqnum=38 from=5[NODE]
asn=88741	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=88741	id=2   	Main	On tx method called from NullRouting
asn=88744	id=4   	Main	On prepare tx packet method called from NullRouting
asn=88744	id=5   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=88744	id=5   	Main	On tx method called from NullRouting
asn=88760	id=3   	Main	On prepare tx packet method called from NullRouting
asn=88760	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=88760	id=4   	Main	On tx method called from NullRouting
asn=88776	id=2   	Main	On prepare tx packet method called from NullRouting
asn=88776	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=88792	id=1   	App	rx app packet seqnum=11 from=10[NODE]
asn=88792	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=88799	id=9   	Node	tx done to=8 numtx=4 acked=false[NODE]
asn=88810	id=3   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=88810	id=3   	Main	On tx method called from NullRouting
asn=88860	id=2   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=88860	id=2   	Main	On tx method called from NullRouting
asn=88908	id=3   	App	generate a packet, seqnum=69 for=1 [PACKET_SOURCE]
asn=88908	id=3   	Main	On prepare tx packet method called from NullRouting
asn=88912	id=2   	Main	On prepare tx packet method called from NullRouting
asn=88912	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=88928	id=1   	App	rx app packet seqnum=69 from=3[NODE]
asn=88928	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=88928	id=2   	Main	On tx method called from NullRouting
asn=88933	id=5   	Main	On tx method called from NullRouting
asn=88980	id=3   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=88980	id=3   	Main	On tx method called from NullRouting
asn=89012	id=5   	App	generate a packet, seqnum=39 for=1 [PACKET_SOURCE]
asn=89012	id=5   	Main	On prepare tx packet method called from NullRouting
asn=89016	id=4   	Main	On prepare tx packet method called from NullRouting
asn=89016	id=5   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=89016	id=5   	Main	On tx method called from NullRouting
asn=89020	id=9   	Node	tx done to=8 numtx=5 acked=false[NODE]
asn=89032	id=3   	Main	On prepare tx packet method called from NullRouting
asn=89032	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=89032	id=4   	Main	On tx method called from NullRouting
asn=89048	id=2   	Main	On prepare tx packet method called from NullRouting
asn=89048	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=89064	id=1   	App	rx app packet seqnum=39 from=5[NODE]
asn=89064	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=89064	id=2   	Main	On tx method called from NullRouting
asn=89082	id=3   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=89082	id=3   	Main	On tx method called from NullRouting
asn=89185	id=6   	App	generate a packet, seqnum=27 for=1 [PACKET_SOURCE]
asn=89185	id=6   	Main	On prepare tx packet method called from NullRouting
asn=89187	id=6   	Node	tx done to=5 numtx=1 acked=false[NODE]
asn=89234	id=4   	App	generate a packet, seqnum=50 for=1 [PACKET_SOURCE]
asn=89234	id=4   	Main	On prepare tx packet method called from NullRouting
asn=89236	id=4   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=89238	id=5   	Main	On prepare tx packet method called from NullRouting
asn=89238	id=6   	Node	tx done to=5 numtx=2 acked=true, remove packet[NODE]
asn=89238	id=6   	Main	On tx method called from NullRouting
asn=89240	id=9   	App	generate a packet, seqnum=10 for=1 [PACKET_SOURCE]
asn=89240	id=9   	Main	On prepare tx packet method called from NullRouting
asn=89253	id=4   	Node	tx done to=3 numtx=2 acked=false[NODE]
asn=89254	id=4   	Main	On prepare tx packet method called from NullRouting
asn=89254	id=5   	Node	tx done to=4 numtx=1 acked=false[NODE]
asn=89288	id=5   	Node	tx done to=4 numtx=2 acked=true, remove packet[NODE]
asn=89288	id=5   	Main	On tx method called from NullRouting
asn=89329	id=4   	Main	On tx method called from NullRouting
asn=89331	id=6   	Main	On tx method called from NullRouting
asn=89343	id=9   	Node	tx done to=8 numtx=6 acked=false[NODE]
asn=89355	id=3   	Main	On prepare tx packet method called from NullRouting
asn=89355	id=4   	Node	tx done to=3 numtx=3 acked=true, remove packet[NODE]
asn=89355	id=4   	Main	On tx method called from NullRouting
asn=89371	id=2   	Main	On prepare tx packet method called from NullRouting
asn=89371	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=89371	id=3   	Main	On tx method called from NullRouting
asn=89372	id=3   	Main	On prepare tx packet method called from NullRouting
asn=89372	id=4   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=89387	id=1   	App	rx app packet seqnum=50 from=4[NODE]
asn=89387	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=89387	id=2   	Main	On tx method called from NullRouting
asn=89388	id=2   	Main	On prepare tx packet method called from NullRouting
asn=89388	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=89388	id=3   	Main	On tx method called from NullRouting
asn=89404	id=1   	App	rx app packet seqnum=27 from=6[NODE]
asn=89404	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=89404	id=2   	Main	On tx method called from NullRouting
asn=89406	id=4   	Node	tx done to=3 numtx=2 acked=false[NODE]
asn=89421	id=3   	App	generate a packet, seqnum=70 for=1 [PACKET_SOURCE]
asn=89421	id=3   	Main	On prepare tx packet method called from NullRouting
asn=89422	id=2   	Main	On prepare tx packet method called from NullRouting
asn=89422	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=89422	id=3   	Main	On tx method called from NullRouting
asn=89438	id=1   	App	rx app packet seqnum=70 from=3[NODE]
asn=89438	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=89438	id=2   	Main	On tx method called from NullRouting
asn=89468	id=2   	App	generate a packet, seqnum=66 for=1 [PACKET_SOURCE]
asn=89468	id=2   	Main	On prepare tx packet method called from NullRouting
asn=89472	id=1   	App	rx app packet seqnum=66 from=2[NODE]
asn=89472	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=89472	id=2   	Main	On tx method called from NullRouting
asn=89491	id=4   	Node	tx done to=3 numtx=3 acked=false[NODE]
asn=89508	id=7   	App	generate a packet, seqnum=30 for=1 [PACKET_SOURCE]
asn=89508	id=7   	Main	On prepare tx packet method called from NullRouting
asn=89511	id=6   	Main	On prepare tx packet method called from NullRouting
asn=89511	id=7   	Node	tx done to=6 numtx=1 acked=true, remove packet[NODE]
asn=89511	id=7   	Main	On tx method called from NullRouting
asn=89527	id=6   	Node	tx done to=5 numtx=1 acked=false[NODE]
asn=89561	id=5   	Main	On prepare tx packet method called from NullRouting
asn=89561	id=6   	Node	tx done to=5 numtx=2 acked=true, remove packet[NODE]
asn=89561	id=6   	Main	On tx method called from NullRouting
asn=89577	id=4   	Main	On prepare tx packet method called from NullRouting
asn=89577	id=5   	Node	tx done to=4 numtx=1 acked=false[NODE]
asn=89593	id=4   	Node	tx done to=3 numtx=4 acked=true, remove packet[NODE]
asn=89593	id=4   	Main	On tx method called from NullRouting
asn=89598	id=9   	Node	tx done to=8 numtx=7 acked=true, remove packet[NODE]
asn=89598	id=9   	Main	On tx method called from NullRouting
asn=89610	id=3   	Main	On prepare tx packet method called from NullRouting
asn=89610	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=89610	id=4   	Main	On tx method called from NullRouting
asn=89615	id=8   	Main	On prepare tx packet method called from NullRouting
asn=89615	id=9   	Node	tx done to=8 numtx=1 acked=true, remove packet[NODE]
asn=89615	id=9   	Main	On tx method called from NullRouting
asn=89626	id=2   	Main	On prepare tx packet method called from NullRouting
asn=89626	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=89628	id=5   	Node	tx done to=4 numtx=2 acked=true, remove packet[NODE]
asn=89628	id=5   	Main	On tx method called from NullRouting
asn=89631	id=7   	Main	On prepare tx packet method called from NullRouting
asn=89631	id=8   	Node	tx done to=7 numtx=1 acked=true, remove packet[NODE]
asn=89631	id=8   	Main	On tx method called from NullRouting
asn=89642	id=1   	App	rx app packet seqnum=30 from=7[NODE]
asn=89642	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=89642	id=2   	Main	On tx method called from NullRouting
asn=89647	id=7   	Node	tx done to=6 numtx=1 acked=false[NODE]
asn=89655	id=10  	App	generate a packet, seqnum=12 for=1 [PACKET_SOURCE]
asn=89655	id=10  	Main	On prepare tx packet method called from NullRouting
asn=89660	id=3   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=89660	id=3   	Main	On tx method called from NullRouting
asn=89667	id=9   	Main	On prepare tx packet method called from NullRouting
asn=89667	id=10  	Node	tx done to=9 numtx=1 acked=true, remove packet[NODE]
asn=89667	id=10  	Main	On tx method called from NullRouting
asn=89681	id=6   	Main	On prepare tx packet method called from NullRouting
asn=89681	id=7   	Node	tx done to=6 numtx=2 acked=true, remove packet[NODE]
asn=89681	id=7   	Main	On tx method called from NullRouting
asn=89683	id=8   	Main	On prepare tx packet method called from NullRouting
asn=89683	id=9   	Node	tx done to=8 numtx=1 acked=false[NODE]
asn=89697	id=6   	Node	tx done to=5 numtx=1 acked=false[NODE]
asn=89699	id=7   	Main	On prepare tx packet method called from NullRouting
asn=89699	id=8   	Node	tx done to=7 numtx=1 acked=true, remove packet[NODE]
asn=89699	id=8   	Main	On tx method called from NullRouting
asn=89715	id=6   	Main	On prepare tx packet method called from NullRouting
asn=89715	id=7   	Node	tx done to=6 numtx=1 acked=true, remove packet[NODE]
asn=89715	id=7   	Main	On tx method called from NullRouting
asn=89717	id=9   	Node	tx done to=8 numtx=2 acked=false[NODE]
asn=89723	id=1   	Main	On tx method called from NullRouting
asn=89724	id=2   	Main	On tx method called from NullRouting
asn=89725	id=3   	Main	On tx method called from NullRouting
asn=89729	id=7   	Main	On tx method called from NullRouting
asn=89730	id=8   	Main	On tx method called from NullRouting
asn=89731	id=9   	Main	On tx method called from NullRouting
asn=89748	id=5   	Main	On prepare tx packet method called from NullRouting
asn=89748	id=6   	Node	tx done to=5 numtx=2 acked=true, remove packet[NODE]
asn=89748	id=6   	Main	On tx method called from NullRouting
asn=89751	id=9   	Node	tx done to=8 numtx=3 acked=false[NODE]
asn=89764	id=4   	Main	On prepare tx packet method called from NullRouting
asn=89764	id=5   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=89764	id=5   	Main	On tx method called from NullRouting
asn=89765	id=5   	Main	On prepare tx packet method called from NullRouting
asn=89765	id=6   	Node	tx done to=5 numtx=1 acked=true, remove packet[NODE]
asn=89765	id=6   	Main	On tx method called from NullRouting
asn=89780	id=3   	Main	On prepare tx packet method called from NullRouting
asn=89780	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=89780	id=4   	Main	On tx method called from NullRouting
asn=89781	id=4   	Main	On prepare tx packet method called from NullRouting
asn=89781	id=5   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=89781	id=5   	Main	On tx method called from NullRouting
asn=89796	id=2   	Main	On prepare tx packet method called from NullRouting
asn=89796	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=89796	id=3   	Main	On tx method called from NullRouting
asn=89797	id=3   	Main	On prepare tx packet method called from NullRouting
asn=89797	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=89797	id=4   	Main	On tx method called from NullRouting
asn=89812	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=89813	id=2   	Main	On prepare tx packet method called from NullRouting
asn=89813	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=89813	id=3   	Main	On tx method called from NullRouting
asn=89836	id=9   	Node	tx done to=8 numtx=4 acked=true, remove packet[NODE]
asn=89836	id=9   	Main	On tx method called from NullRouting
asn=89846	id=2   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=89880	id=1   	App	rx app packet seqnum=10 from=9[NODE]
asn=89880	id=2   	Node	tx done to=1 numtx=3 acked=true, remove packet[NODE]
asn=89880	id=2   	Main	On tx method called from NullRouting
asn=89897	id=1   	App	rx app packet seqnum=12 from=10[NODE]
asn=89897	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=89897	id=2   	Main	On tx method called from NullRouting
asn=90001	id=-1  	Main	900 seconds, progress 75.00%[SIMULATOR]
asn=90001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=90001	id=-1  	Main	joined_routing/joined_tsch/total=10/10/10 [ROUTE]
asn=90001	id=-1  	Main	periodic neighbor processing for all nodes [NEIGHBOR]
asn=90001	id=-1  	TSCH	Periodic process called for [Node]
asn=90001	id=1   	Main	On periodic timer method called from NullRouting
asn=90001	id=1   	TSCH	stats: {"idle_listen":7607,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":413,"tx_data":64,"tx_data_rx_ack":0}[NODE]
asn=90001	id=2   	Main	On periodic timer method called from NullRouting
asn=90001	id=2   	TSCH	stats: {"idle_listen":7742,"channel_scan":1589,"rx_data":0,"rx_data_tx_ack":329,"tx_data":63,"tx_data_rx_ack":520}[NODE]
asn=90001	id=3   	Main	On periodic timer method called from NullRouting
asn=90001	id=3   	TSCH	stats: {"idle_listen":6852,"channel_scan":12309,"rx_data":0,"rx_data_tx_ack":242,"tx_data":53,"tx_data_rx_ack":401}[NODE]
asn=90001	id=4   	Main	On periodic timer method called from NullRouting
asn=90001	id=4   	TSCH	stats: {"idle_listen":5307,"channel_scan":29778,"rx_data":0,"rx_data_tx_ack":192,"tx_data":39,"tx_data_rx_ack":297}[NODE]
asn=90001	id=5   	Main	On periodic timer method called from NullRouting
asn=90001	id=5   	TSCH	stats: {"idle_listen":4106,"channel_scan":43674,"rx_data":1,"rx_data_tx_ack":125,"tx_data":29,"tx_data_rx_ack":233}[NODE]
asn=90001	id=6   	Main	On periodic timer method called from NullRouting
asn=90001	id=6   	TSCH	stats: {"idle_listen":4021,"channel_scan":44866,"rx_data":0,"rx_data_tx_ack":95,"tx_data":31,"tx_data_rx_ack":159}[NODE]
asn=90001	id=7   	Main	On periodic timer method called from NullRouting
asn=90001	id=7   	TSCH	stats: {"idle_listen":3919,"channel_scan":46455,"rx_data":0,"rx_data_tx_ack":56,"tx_data":29,"tx_data_rx_ack":122}[NODE]
asn=90001	id=8   	Main	On periodic timer method called from NullRouting
asn=90001	id=8   	TSCH	stats: {"idle_listen":2647,"channel_scan":60748,"rx_data":0,"rx_data_tx_ack":28,"tx_data":21,"tx_data_rx_ack":69}[NODE]
asn=90001	id=9   	Main	On periodic timer method called from NullRouting
